Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
252,1747529869959,18/05/2025 00:57:49,1747504669959,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Language 4:-value,,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
253,1747529869966,18/05/2025 00:57:49,1747504669966,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"i) Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank) <br></br>
**You listed: 1 hours**",response,Hours:-8-value,,,,Out of home,11,object-178,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
254,1747529869972,18/05/2025 00:57:49,1747504669972,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Language 1:-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
255,1747529869978,18/05/2025 00:57:49,1747504669978,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Hours:-2-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
256,1747529869984,18/05/2025 00:57:49,1747504669984,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Language 2:-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
257,1747529869989,18/05/2025 00:57:49,1747504669989,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Hours:-4-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
258,1747529869997,18/05/2025 00:57:49,1747504669997,-7,17/05/2025 10:57:49,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Language 3:-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
259,1747529870003,18/05/2025 00:57:50,1747504670003,-7,17/05/2025 10:57:50,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Hours:-6-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
260,1747529870010,18/05/2025 00:57:50,1747504670010,-7,17/05/2025 10:57:50,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Language 4:-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
261,1747529870016,18/05/2025 00:57:50,1747504670016,-7,17/05/2025 10:57:50,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 16,wzot46,20,"j) Situations and settings not listed above<br></br>
**You specified: """"** <br></br>
**You listed:  hours**",response,Hours:-8-value,,,,Other,12,object-179,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
262,1747529870025,18/05/2025 00:57:50,1747504670025,-7,17/05/2025 10:57:50,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 17,8y4eja,21,15) Please estimate the number of hours per day you spend **awake** (24 hours – [any time spent asleep]).,response,value,14,,,Question 15,1,object-180,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
263,1747529870032,18/05/2025 00:57:50,1747504670032,-7,17/05/2025 10:57:50,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,Page 17,8y4eja,21,"16) Use the comment box below to provide any other information about your language background or usage. If you passively use or are exposed to more than four languages in any of the contexts in the previous questions, feel free to add that information here.",response,value,,,,Question 16,2,object-181,English,Chinese,,,3,3,2,2,8,0,2,2,1,,
264,1747529870047,18/05/2025 00:57:50,1747504670047,-7,17/05/2025 10:57:50,220234,3,questionnaire-9kaq,,46282307,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,,,,,info,,END,816542,,,,,,,,,,,,,,,,,,,
1,1747601792559,18/05/2025 20:56:32,1747576592559,-7,18/05/2025 06:56:32,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,,,,,info,,BEGIN,,,,,,,,,,,,,,,,,,,,
2,1747603055453,18/05/2025 21:17:35,1747577855453,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 2,koufhk,2,Please enter your age:,response,value,25,,,Age,1,object-187,,,,,,,,,,,,,,,
3,1747603055454,18/05/2025 21:17:35,1747577855454,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 2,koufhk,2,Please specify your gender identity:,response,value,Female,,Female|Male|Non-binary|Prefer not to say,Gender,2,object-188,,,,,,,,,,,,,,,
4,1747603055454,18/05/2025 21:17:35,1747577855454,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 2,koufhk,2,Please specify your gender identity:,response,quantised,1,,Female|Male|Non-binary|Prefer not to say,Gender,2,object-188,,,,,,,,,,,,,,,
5,1747603055454,18/05/2025 21:17:35,1747577855454,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,,response,Language 1-value,Ukrainian,,,Language 1,3,object-10,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
6,1747603055454,18/05/2025 21:17:35,1747577855454,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Listening,response,value,0,,,Language 1 Listening,5,object-191,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
7,1747603055454,18/05/2025 21:17:35,1747577855454,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Speaking,response,value,1,,,Language 1 Speaking,6,object-193,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
8,1747603055454,18/05/2025 21:17:35,1747577855454,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Reading,response,value,3,,,Language 1 Reading,7,object-194,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
9,1747603055455,18/05/2025 21:17:35,1747577855455,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Writing,response,value,4,,,Language 1 Writing,8,object-195,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
10,1747603055455,18/05/2025 21:17:35,1747577855455,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Years of use**,response,value,25,,,Language 1 Years of use,9,object-196,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
11,1747603055455,18/05/2025 21:17:35,1747577855455,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,,response,Language 2-value,Russian,,,Language 2,10,object-11,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
12,1747603055455,18/05/2025 21:17:35,1747577855455,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Listening,response,value,3,,,Language 2 Listening,12,object-198,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
13,1747603055455,18/05/2025 21:17:35,1747577855455,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Speaking,response,value,12,,,Language 2 Speaking,13,object-199,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
14,1747603055456,18/05/2025 21:17:35,1747577855456,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Reading,response,value,8,,,Language 2 Reading,14,object-200,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
15,1747603055456,18/05/2025 21:17:35,1747577855456,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Writing,response,value,8,,,Language 2 Writing,15,object-201,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
16,1747603055456,18/05/2025 21:17:35,1747577855456,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Years of use**,response,value,23,,,Language 2 Years of use,16,object-202,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
17,1747603055456,18/05/2025 21:17:35,1747577855456,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,,response,Language 3-value,English,,,Language 3,17,object-14,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
18,1747603055462,18/05/2025 21:17:35,1747577855462,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Listening,response,value,6,,,Language 3 Listening,19,object-204,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
19,1747603055462,18/05/2025 21:17:35,1747577855462,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Speaking,response,value,6,,,Language 3 Speaking,20,object-205,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
20,1747603055463,18/05/2025 21:17:35,1747577855463,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Reading,response,value,6,,,Language 3 Reading,21,object-206,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
21,1747603055463,18/05/2025 21:17:35,1747577855463,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Writing,response,value,6,,,Language 3 Writing,22,object-207,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
22,1747603055463,18/05/2025 21:17:35,1747577855463,-7,18/05/2025 07:17:35,220234,3,questionnaire-9kaq,,46291417,BLIND,13263283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1310x710,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet4,,spreadsheet3,,day 1 complete,,Page 3,n2j8m2,9,Years of use**,response,value,19,,,Language 3 Years of use,23,object-208,Ukrainian,Russian,English,Japanese,,,,,,,,,,,
