Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
58,1747431396016,16/05/2025 21:36:36,1747406196016,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
59,1747431396017,16/05/2025 21:36:36,1747406196017,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Classroom instruction,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
60,1747431396017,16/05/2025 21:36:36,1747406196017,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
61,1747431396018,16/05/2025 21:36:36,1747406196018,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
62,1747431396018,16/05/2025 21:36:36,1747406196018,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Classroom instruction,1,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
63,1747431396019,16/05/2025 21:36:36,1747406196019,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
64,1747431396019,16/05/2025 21:36:36,1747406196019,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
65,1747431396019,16/05/2025 21:36:36,1747406196019,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Classroom instruction,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
66,1747431396019,16/05/2025 21:36:36,1747406196019,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
67,1747431396020,16/05/2025 21:36:36,1747406196020,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Immersion*,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
68,1747431396021,16/05/2025 21:36:36,1747406196021,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Classroom instruction,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
69,1747431396021,16/05/2025 21:36:36,1747406196021,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Self-learning,0,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,American Sign Language,Japanese,,,,,,,,,,,,
70,1747431396021,16/05/2025 21:36:36,1747406196021,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **English**..._,response,At home-value,0,,,Language 1,3,object-40,English,American Sign Language,Japanese,,,,,,,,,,,,
71,1747431396022,16/05/2025 21:36:36,1747406196022,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **English**..._,response,With friends-value,0,,,Language 1,3,object-40,English,American Sign Language,Japanese,,,,,,,,,,,,
72,1747431396022,16/05/2025 21:36:36,1747406196022,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **English**..._,response,At school-value,5,,,Language 1,3,object-40,English,American Sign Language,Japanese,,,,,,,,,,,,
73,1747431396023,16/05/2025 21:36:36,1747406196023,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **English**..._,response,At work-value,17,,,Language 1,3,object-40,English,American Sign Language,Japanese,,,,,,,,,,,,
74,1747431396023,16/05/2025 21:36:36,1747406196023,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **English**..._,response,Language software-value,5,,,Language 1,3,object-40,English,American Sign Language,Japanese,,,,,,,,,,,,
75,1747431396024,16/05/2025 21:36:36,1747406196024,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **English**..._,response,Online games-value,5,,,Language 1,3,object-40,English,American Sign Language,Japanese,,,,,,,,,,,,
76,1747431396024,16/05/2025 21:36:36,1747406196024,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **American Sign Language**..._,response,At home-value,NA,,,Language 2,4,object-41,English,American Sign Language,Japanese,,,,,,,,,,,,
77,1747431396024,16/05/2025 21:36:36,1747406196024,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **American Sign Language**..._,response,With friends-value,NA,,,Language 2,4,object-41,English,American Sign Language,Japanese,,,,,,,,,,,,
78,1747431396025,16/05/2025 21:36:36,1747406196025,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **American Sign Language**..._,response,At school-value,18,,,Language 2,4,object-41,English,American Sign Language,Japanese,,,,,,,,,,,,
79,1747431396025,16/05/2025 21:36:36,1747406196025,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **American Sign Language**..._,response,At work-value,20,,,Language 2,4,object-41,English,American Sign Language,Japanese,,,,,,,,,,,,
80,1747431396025,16/05/2025 21:36:36,1747406196025,-7,16/05/2025 07:36:36,220221,4,questionnaire-9kaq,repeat-7t26#4,46267990,BLIND,13263328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2176x1224,2176x1072,final training complete DIFSAME,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet4,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,Page 6,1f2d16,6,_Age you started using **American Sign Language**..._,response,Language software-value,NA,,,Language 2,4,object-41,English,American Sign Language,Japanese,,,,,,,,,,,,
